date,gross_ls,net_ls,turnover
2021-03-23,0.012527406899260601,0.0120774068992606,1.5
2021-03-24,0.029523856858525297,0.029373856858525296,0.5
2021-03-25,0.02512353735530004,0.02482353735530004,1.0
2021-03-26,0.00698616086962145,0.00668616086962145,1.0
2021-03-29,0.0136963840154117,0.0133963840154117,1.0
2021-03-30,-0.02146388392565685,-0.02191388392565685,1.5
2021-03-31,0.01721805070605025,0.016768050706050253,1.5
2021-04-01,0.030446781549069688,0.02984678154906969,2.0
2021-04-02,-0.035212300599086456,-0.03581230059908646,2.0
2021-04-05,-0.03239852620921696,-0.03284852620921696,1.5
2021-04-06,0.01039366525705185,0.01009366525705185,1.0
2021-04-07,0.01380490179516464,0.01320490179516464,2.0
2021-04-08,-0.008433728906510101,-0.008883728906510102,1.5
2021-04-09,-0.01279519812046525,-0.01324519812046525,1.5
2021-04-12,0.00909757396854622,0.00849757396854622,2.0
2021-04-13,-0.0016468326257984504,-0.0019468326257984503,1.0
2021-04-14,-0.0009277286317743005,-0.0013777286317743003,1.5
2021-04-15,0.011316715610960492,0.010866715610960491,1.5
2021-04-16,0.026215961848528275,0.025765961848528276,1.5
2021-04-19,-0.023397549429711582,-0.023547549429711583,0.5
2021-04-20,0.018826018766671622,0.018376018766671623,1.5
2021-04-21,0.01776940525577795,0.01716940525577795,2.0
2021-04-22,-0.002093088907347041,-0.002393088907347041,1.0
2021-04-23,0.0047448743906128,0.0042948743906128005,1.5
2021-04-26,0.018130287191410948,0.017530287191410948,2.0
2021-04-27,0.02010742933113375,0.019807429331133747,1.0
2021-04-28,0.006672567848640501,0.006072567848640501,2.0
2021-04-29,0.0022579057424004997,0.0019579057424005,1.0
2021-04-30,-0.004221523589878799,-0.004821523589878799,2.0
2021-05-03,-0.00502578819156105,-0.00547578819156105,1.5
2021-05-04,-0.004975510625722686,-0.005425510625722686,1.5
2021-05-05,-0.0014199104964458002,-0.0018699104964458,1.5
2021-05-06,0.0257064983373348,0.0251064983373348,2.0
2021-05-07,-0.009231091214604751,-0.009681091214604752,1.5
2021-05-10,0.0164465922463937,0.0161465922463937,1.0
2021-05-11,-3.190898294809963e-05,-0.0003319089829480996,1.0
2021-05-12,0.004597929326692151,0.0042979293266921514,1.0
2021-05-13,0.01185862538184225,0.01125862538184225,2.0
2021-05-14,-0.013000985928422349,-0.013600985928422349,2.0
2021-05-17,-7.169835825009824e-05,-0.0006716983582500982,2.0
2021-05-18,0.0074540252714340996,0.0070040252714341,1.5
2021-05-19,0.0027099812270909075,0.0021099812270909076,2.0
2021-05-20,0.0081831603198496,0.0075831603198496,2.0
2021-05-21,-0.02159167542226,-0.02219167542226,2.0
2021-05-24,-0.008878772716077421,-0.009478772716077421,2.0
2021-05-25,0.01493963803374103,0.01448963803374103,1.5
2021-05-26,-0.00709223592210604,-0.0075422359221060395,1.5
2021-05-27,0.00805822193677145,0.00745822193677145,2.0
2021-05-28,0.0075695181816188995,0.0071195181816189,1.5
2021-05-31,0.01252773145957355,0.012077731459573549,1.5
2021-06-01,0.01814216454853911,0.017842164548539107,1.0
2021-06-02,0.017460962390397954,0.017010962390397955,1.5
2021-06-03,-0.015971845710539702,-0.016271845710539704,1.0
2021-06-04,0.013527032938332951,0.012927032938332951,2.0
2021-06-07,0.0275821501420575,0.027132150142057502,1.5
2021-06-08,0.01071590117753025,0.01026590117753025,1.5
2021-06-09,-0.0019299890023796,-0.0023799890023796,1.5
2021-06-10,0.007754258294655049,0.007304258294655049,1.5
2021-06-11,-0.02746756127232679,-0.02806756127232679,2.0
2021-06-14,0.006485552581976093,0.005885552581976093,2.0
2021-06-15,-0.01855595855590383,-0.01900595855590383,1.5
2021-06-16,-0.01750617419190299,-0.01780617419190299,1.0
2021-06-17,0.0035844910264652002,0.0031344910264652004,1.5
2021-06-18,0.026943786827556944,0.026493786827556945,1.5
2021-06-21,0.003266912987969134,0.002816912987969134,1.5
2021-06-22,0.005645860262698101,0.005195860262698101,1.5
2021-06-23,-0.014414060043381575,-0.014864060043381576,1.5
2021-06-24,0.013860105621512,0.013410105621511998,1.5
2021-06-25,-0.009469742208297549,-0.00991974220829755,1.5
2021-06-28,-0.013057680735889239,-0.013357680735889239,1.0
2021-06-29,0.005959606969197749,0.005659606969197749,1.0
2021-06-30,0.0274012256579872,0.0269512256579872,1.5
2021-07-01,0.010003777806399852,0.009403777806399852,2.0
2021-07-02,0.005068231673522546,0.004618231673522546,1.5
2021-07-05,-0.007643031122059,-0.008243031122059,2.0
2021-07-06,-0.01055905715619325,-0.01100905715619325,1.5
2021-07-07,0.011261912488311298,0.010661912488311298,2.0
2021-07-08,0.014151441863830352,0.013851441863830352,1.0
2021-07-09,0.012245713416452985,0.011645713416452985,2.0
2021-07-12,-0.00845976876119,-0.00890976876119,1.5
2021-07-13,-0.00705605704178895,-0.00750605704178895,1.5
2021-07-14,0.014891115089682404,0.014291115089682404,2.0
2021-07-15,-0.003391732251674549,-0.003691732251674549,1.0
2021-07-16,-0.008590750845823412,-0.008890750845823412,1.0
2021-07-19,-0.001876974317393601,-0.002476974317393601,2.0
2021-07-20,0.025533617834993944,0.025233617834993942,1.0
2021-07-21,-0.006669845747116697,-0.006969845747116697,1.0
2021-07-22,-0.0038866186001584,-0.0044866186001584,2.0
2021-07-23,-0.00041343057346539995,-0.0007134305734653999,1.0
2021-07-26,0.007612651574895449,0.007162651574895449,1.5
2021-07-27,0.0111689734667295,0.010718973466729498,1.5
2021-07-28,0.015432377591463042,0.014832377591463042,2.0
2021-07-29,0.0082785382465643,0.0078285382465643,1.5
2021-07-30,4.167863868745087e-05,-0.0002583213613125491,1.0
2021-08-02,0.024802800803362047,0.024502800803362045,1.0
2021-08-03,0.0003604656994500001,6.046569945000014e-05,1.0
2021-08-04,0.0009201573563271002,0.00032015735632710026,2.0
2021-08-05,0.008757405228241,0.008307405228241,1.5
2021-08-06,-0.00506481819876135,-0.00536481819876135,1.0
2021-08-09,-0.0014458741714075997,-0.0020458741714075995,2.0
2021-08-10,0.01146761817019669,0.01101761817019669,1.5
2021-08-11,-0.01715436585802512,-0.01760436585802512,1.5
2021-08-12,-0.0029565426133065023,-0.003556542613306502,2.0
2021-08-13,0.023591103355587,0.022991103355587,2.0
2021-08-16,0.0171285290586992,0.016678529058699203,1.5
2021-08-17,0.018602215558264548,0.018002215558264548,2.0
2021-08-18,0.013060205982704295,0.012460205982704295,2.0
2021-08-19,-0.0021296005795811805,-0.0025796005795811804,1.5
2021-08-20,0.0012516368741114989,0.0008016368741114989,1.5
2021-08-23,0.025115356370164564,0.024515356370164564,2.0
2021-08-24,-0.00317098046818075,-0.00362098046818075,1.5
2021-08-25,0.01611078153894835,0.01566078153894835,1.5
2021-08-26,-0.0030631993896520996,-0.0036631993896520994,2.0
2021-08-27,-0.0029995272984327504,-0.0032995272984327503,1.0
2021-08-30,-0.0026169879509703505,-0.0029169879509703504,1.0
2021-08-31,0.013927165707351133,0.013627165707351133,1.0
2021-09-01,0.00012288697565410005,-0.0004771130243458999,2.0
2021-09-02,-0.006103517130337452,-0.006553517130337452,1.5
2021-09-03,-0.0065852558706001995,-0.007185255870600199,2.0
2021-09-06,-0.01455519548734565,-0.01500519548734565,1.5
2021-09-07,0.01661401199739745,0.01631401199739745,1.0
2021-09-08,-0.034288244474380315,-0.034738244474380314,1.5
2021-09-09,-0.007851091448548647,-0.008451091448548647,2.0
2021-09-10,0.00890238301299145,0.008452383012991449,1.5
2021-09-13,0.0038588265638557,0.0032588265638557002,2.0
2021-09-14,0.0038948509460937294,0.0035948509460937295,1.0
2021-09-15,0.01184213777590375,0.01154213777590375,1.0
2021-09-16,-0.00359889882294865,-0.00389889882294865,1.0
2021-09-17,0.024905645122880335,0.024605645122880333,1.0
2021-09-20,0.0112076776161044,0.0106076776161044,2.0
2021-09-21,0.008865481053854901,0.008265481053854901,2.0
2021-09-22,0.01452822385765925,0.013928223857659251,2.0
2021-09-23,0.00972877500614185,0.009278775006141849,1.5
2021-09-24,-0.0141627092435409,-0.0146127092435409,1.5
2021-09-27,0.010069379732928038,0.009619379732928037,1.5
2021-09-28,0.0019357146176812012,0.0014857146176812013,1.5
2021-09-29,0.008914271722171801,0.008314271722171801,2.0
2021-09-30,0.005059043783346862,0.004759043783346862,1.0
2021-10-01,-0.007117186224318543,-0.007417186224318543,1.0
2021-10-04,0.006742044762040201,0.006292044762040201,1.5
2021-10-05,-0.009129174876339578,-0.009729174876339577,2.0
2021-10-06,-0.0121560237822043,-0.0126060237822043,1.5
2021-10-07,0.013469815002998023,0.012869815002998023,2.0
2021-10-08,-0.019577984742847183,-0.020027984742847182,1.5
2021-10-11,-0.0098282451209925,-0.0102782451209925,1.5
2021-10-12,0.027754082862132982,0.027154082862132983,2.0
2021-10-13,-0.011358720255334291,-0.011658720255334291,1.0
2021-10-14,0.015511150760593881,0.014911150760593881,2.0
2021-10-15,0.007216564473201464,0.006616564473201464,2.0
2021-10-18,-0.00556669166046465,-0.00601669166046465,1.5
2021-10-19,-0.005498176833403947,-0.006098176833403947,2.0
2021-10-20,0.0002841633145403491,-0.0001658366854596509,1.5
2021-10-21,-0.03418910200587921,-0.034789102005879216,2.0
2021-10-22,0.017977929334550134,0.017527929334550135,1.5
2021-10-25,0.01663426080246935,0.01648426080246935,0.5
2021-10-26,0.0035167493025541727,0.003066749302554173,1.5
2021-10-27,0.009394409368694049,0.009094409368694049,1.0
2021-10-28,-0.025735849265158598,-0.026185849265158597,1.5
2021-10-29,-0.0052902356737570665,-0.005740235673757066,1.5
2021-11-01,-0.009452420462454654,-0.009902420462454655,1.5
2021-11-02,-0.026507088342548602,-0.0269570883425486,1.5
2021-11-03,-0.028482118520429835,-0.029082118520429835,2.0
2021-11-04,0.014150695509100326,0.013850695509100326,1.0
2021-11-05,0.03305770885854174,0.03245770885854174,2.0
2021-11-08,0.012821211606555498,0.012371211606555497,1.5
2021-11-09,0.01065800474028818,0.01035800474028818,1.0
2021-11-10,0.0017641231373645497,0.0013141231373645498,1.5
2021-11-11,-0.0032827645590995,-0.0037327645590994997,1.5
2021-11-12,-0.0031646103069353,-0.0033146103069353,0.5
2021-11-15,0.0047984561872312,0.0044984561872312,1.0
2021-11-16,0.007189930274409449,0.006739930274409449,1.5
2021-11-17,-0.023016681056834902,-0.0234666810568349,1.5
2021-11-18,-0.0031493231784583,-0.0035993231784583,1.5
2021-11-19,-0.020836817568857816,-0.021286817568857815,1.5
2021-11-22,-0.005229076060046701,-0.005829076060046701,2.0
2021-11-23,-0.01660277037335424,-0.017052770373354238,1.5
2021-11-24,0.005476434883553951,0.005026434883553951,1.5
2021-11-25,0.011992918635606583,0.011542918635606582,1.5
2021-11-26,-4.831978348165044e-05,-0.0006483197834816504,2.0
2021-11-29,0.0092780202379278,0.0086780202379278,2.0
2021-11-30,-0.013885198573275151,-0.014335198573275152,1.5
2021-12-01,0.0018747930151569005,0.0015747930151569006,1.0
2021-12-02,0.0100580728161268,0.009608072816126799,1.5
2021-12-03,-0.019165407508762004,-0.019765407508762003,2.0
2021-12-06,-0.019819808345249153,-0.020119808345249155,1.0
2021-12-07,0.009120671230200179,0.008670671230200178,1.5
2021-12-08,0.009641759593064347,0.009191759593064347,1.5
2021-12-09,-0.005990240865364951,-0.0064402408653649506,1.5
2021-12-10,0.015301902590773851,0.01485190259077385,1.5
2021-12-13,0.0268184231941968,0.0262184231941968,2.0
2021-12-14,0.0067135533390503006,0.006413553339050301,1.0
2021-12-15,0.0036293811702828496,0.0033293811702828496,1.0
2021-12-16,0.004531890392869799,0.0040818903928697995,1.5
2021-12-17,0.0021981264402158003,0.0015981264402158005,2.0
2021-12-20,0.0005104782013687012,0.00021047820136870123,1.0
2021-12-21,0.02099063343217602,0.02054063343217602,1.5
2021-12-22,-0.01686404554138035,-0.01746404554138035,2.0
2021-12-23,-0.0018735682957310993,-0.002323568295731099,1.5
2021-12-24,0.014621796093055816,0.014171796093055815,1.5
2021-12-27,-0.0159360065332304,-0.0162360065332304,1.0
2021-12-28,0.006807231296202681,0.006357231296202681,1.5
2021-12-29,-0.01482683877122231,-0.015276838771222311,1.5
2021-12-30,0.011159214385113747,0.010709214385113746,1.5
2021-12-31,-0.03007881988749276,-0.03052881988749276,1.5
2022-01-03,-0.00795719205867675,-0.00840719205867675,1.5
2022-01-04,0.006640694097518825,0.006040694097518826,2.0
2022-01-05,-0.0021694735608463003,-0.0027694735608463,2.0
2022-01-06,0.005309891508267137,0.0047098915082671375,2.0
2022-01-07,-0.0014235392023529466,-0.0020235392023529464,2.0
2022-01-10,-0.017664612011603797,-0.018114612011603796,1.5
2022-01-11,-0.020208926936742345,-0.020658926936742344,1.5
2022-01-12,-0.003755897431706401,-0.004205897431706401,1.5
2022-01-13,0.0004332210641436003,0.0001332210641436003,1.0
2022-01-14,-0.0149283715596276,-0.015378371559627601,1.5
2022-01-17,-0.0014409142395473496,-0.0018909142395473495,1.5
2022-01-18,-0.008237897456553952,-0.008687897456553953,1.5
2022-01-19,0.035880658169603966,0.03543065816960397,1.5
2022-01-20,-0.014425294743944151,-0.014875294743944152,1.5
2022-01-21,0.0336310742601561,0.033481074260156105,0.5
2022-01-24,0.014803879944898249,0.014503879944898249,1.0
2022-01-25,0.008025149890426589,0.007575149890426589,1.5
2022-01-26,0.029059617743256674,0.028759617743256673,1.0
2022-01-27,0.012035107068380936,0.011585107068380935,1.5
2022-01-28,0.0002910559855781999,-0.00015894401442180007,1.5
2022-01-31,-0.00978601962367275,-0.010236019623672751,1.5
2022-02-01,0.00353665363808625,0.00308665363808625,1.5
2022-02-02,-0.005524801634362199,-0.005824801634362199,1.0
2022-02-03,-0.006322606542325051,-0.006772606542325051,1.5
2022-02-04,0.006552232251770649,0.0059522322517706495,2.0
2022-02-07,0.027759471210662,0.027309471210662,1.5
2022-02-08,0.0049881875093903995,0.0045381875093904,1.5
2022-02-09,0.018578490573505697,0.0181284905735057,1.5
2022-02-10,-0.004179440632429761,-0.004479440632429761,1.0
2022-02-11,0.026876494705416927,0.026426494705416928,1.5
2022-02-14,0.01785562164674542,0.01770562164674542,0.5
2022-02-15,0.0007869090752192507,0.0003369090752192507,1.5
2022-02-16,-0.027876514555002854,-0.028326514555002853,1.5
2022-02-17,0.00975719990230309,0.00915719990230309,2.0
2022-02-18,-0.020123136319973728,-0.020573136319973727,1.5
2022-02-21,-0.0041849957080304515,-0.004634995708030451,1.5
2022-02-22,0.0033689903197261003,0.0030689903197261004,1.0
2022-02-23,-0.0148954812363301,-0.0154954812363301,2.0
2022-02-24,-0.024507131552182253,-0.025107131552182253,2.0
2022-02-25,0.023406896524742954,0.022806896524742954,2.0
2022-02-28,-0.018204565976720464,-0.018654565976720463,1.5
2022-03-01,0.008243649473316,0.007943649473316,1.0
2022-03-02,-0.004837980283133798,-0.005287980283133798,1.5
2022-03-03,0.0034293988994456986,0.002829398899445699,2.0
2022-03-04,0.0015662396721427005,0.0009662396721427006,2.0
2022-03-07,0.0021607564554377,0.0018607564554377,1.0
2022-03-08,-0.04697759507726768,-0.047277595077267684,1.0
2022-03-09,0.0005615535997394484,-3.8446400260551514e-05,2.0
2022-03-10,-0.009982159845765472,-0.010282159845765472,1.0
2022-03-11,0.02473106423634995,0.02413106423634995,2.0
2022-03-14,0.0010335030608015997,0.00043350306080159977,2.0
2022-03-15,0.014736090084456251,0.014136090084456251,2.0
2022-03-16,0.00877729413613105,0.00832729413613105,1.5
2022-03-17,0.00335791965513895,0.00290791965513895,1.5
2022-03-18,0.016542958872218266,0.016092958872218267,1.5
2022-03-21,-0.002048084397122526,-0.002198084397122526,0.5
2022-03-22,-0.0078565179208974,-0.0081565179208974,1.0
2022-03-23,0.016517287120732048,0.015917287120732048,2.0
2022-03-24,-0.00393614197161765,-0.00423614197161765,1.0
2022-03-25,-0.003669968049853537,-0.003969968049853537,1.0
2022-03-28,-0.0122415639692195,-0.0125415639692195,1.0
2022-03-29,-0.022012352242824437,-0.022462352242824436,1.5
2022-03-30,-0.032225234469122635,-0.03282523446912264,2.0
2022-03-31,0.02777453055180704,0.02717453055180704,2.0
2022-04-01,0.024811845129033352,0.024361845129033353,1.5
2022-04-04,0.00936821911710115,0.00891821911710115,1.5
2022-04-05,0.02863339827233613,0.02818339827233613,1.5
2022-04-06,0.0101234880420298,0.0098234880420298,1.0
2022-04-07,0.002870088942637336,0.002420088942637336,1.5
2022-04-08,-0.001670113001621799,-0.002120113001621799,1.5
2022-04-11,0.001159453483063011,0.000709453483063011,1.5
2022-04-12,0.006982149820666399,0.0066821498206663995,1.0
2022-04-13,-0.020647720586705876,-0.020947720586705878,1.0
2022-04-14,-0.007270612324639699,-0.0078706123246397,2.0
2022-04-15,0.006942018627538942,0.006342018627538942,2.0
2022-04-18,0.027124612118119246,0.026674612118119247,1.5
2022-04-19,-0.008857365064919149,-0.009157365064919149,1.0
2022-04-20,0.0265694814957379,0.0262694814957379,1.0
2022-04-21,-0.0145385912743741,-0.0149885912743741,1.5
2022-04-22,0.030979301395928017,0.030379301395928017,2.0
2022-04-25,0.0154281853511142,0.0149781853511142,1.5
2022-04-26,-0.00019177810650965448,-0.0004917781065096544,1.0
2022-04-27,-0.01116421002022685,-0.01176421002022685,2.0
2022-04-28,0.013305070073278349,0.012855070073278348,1.5
2022-04-29,0.001948179694745751,0.001648179694745751,1.0
2022-05-02,0.01434822689545635,0.01389822689545635,1.5
2022-05-03,-0.042310689176079094,-0.042610689176079096,1.0
2022-05-04,-0.019989532107515702,-0.0204395321075157,1.5
2022-05-05,0.0273112750153145,0.0267112750153145,2.0
2022-05-06,-0.01666794530252575,-0.01726794530252575,2.0
2022-05-09,-0.00268191142305995,-0.0029819114230599498,1.0
2022-05-10,-0.019450934874553266,-0.020050934874553266,2.0
2022-05-11,0.010225780531310399,0.009625780531310399,2.0
2022-05-12,0.00613197274700575,0.00568197274700575,1.5
2022-05-13,0.0018315839903157993,0.0013815839903157994,1.5
2022-05-16,0.013854091162390898,0.013404091162390898,1.5
2022-05-17,0.011729392519442472,0.011429392519442472,1.0
2022-05-18,-0.02850309724916949,-0.02880309724916949,1.0
2022-05-19,0.0012650898867003994,0.0006650898867003994,2.0
2022-05-20,-0.013676953083909052,-0.014126953083909053,1.5
2022-05-23,-0.004360653970325524,-0.004810653970325524,1.5
2022-05-24,-0.015576165691008802,-0.0160261656910088,1.5
2022-05-25,-0.004084886957145753,-0.004384886957145753,1.0
2022-05-26,-0.011081185980143099,-0.011681185980143099,2.0
2022-05-27,0.040629650286426434,0.04032965028642643,1.0
2022-05-30,0.01152096660855093,0.01122096660855093,1.0
2022-05-31,-0.01082571234797945,-0.01112571234797945,1.0
2022-06-01,0.0017425702551786505,0.0012925702551786506,1.5
2022-06-02,0.0171014783625477,0.0165014783625477,2.0
2022-06-03,-0.004880310840686252,-0.005180310840686252,1.0
2022-06-06,-0.0104087234939352,-0.0110087234939352,2.0
2022-06-07,-0.019654783483169347,-0.020254783483169347,2.0
2022-06-08,0.0011361611738667024,0.0006861611738667024,1.5
2022-06-09,-0.010803692551154551,-0.011253692551154552,1.5
2022-06-10,-0.007382264220136636,-0.007682264220136636,1.0
2022-06-13,-0.0012715392695169005,-0.0018715392695169003,2.0
2022-06-14,-0.022436924496443703,-0.0228869244964437,1.5
2022-06-15,-0.0002729388867694499,-0.0007229388867694499,1.5
2022-06-16,-0.0052686566219141,-0.0057186566219141,1.5
2022-06-17,-0.0010018846484332027,-0.0013018846484332026,1.0
2022-06-20,-0.012133788582398452,-0.012583788582398453,1.5
2022-06-21,0.0014728781093906644,0.0010228781093906646,1.5
2022-06-22,0.005882525448956351,0.005282525448956351,2.0
2022-06-23,0.002832718508190368,0.002232718508190368,2.0
2022-06-24,0.03180178808801558,0.03135178808801558,1.5
2022-06-27,0.01953719787191705,0.018937197871917052,2.0
2022-06-28,-0.0009173913181212516,-0.0013673913181212515,1.5
2022-06-29,0.004586005200817299,0.004136005200817299,1.5
2022-06-30,0.01181405061845825,0.01121405061845825,2.0
2022-07-01,0.002647098527579852,0.002497098527579852,0.5
2022-07-04,0.016253420921207344,0.015653420921207344,2.0
2022-07-05,-0.0218307537217472,-0.022130753721747203,1.0
2022-07-06,-0.0010478731957125498,-0.0013478731957125498,1.0
2022-07-07,0.00424093737715465,0.00394093737715465,1.0
2022-07-08,-0.016978618640681217,-0.017578618640681217,2.0
2022-07-11,0.02915562332258708,0.02870562332258708,1.5
2022-07-12,0.01946806836291405,0.01931806836291405,0.5
2022-07-13,-0.008316799044155885,-0.008766799044155886,1.5
2022-07-14,-0.034325347508872,-0.034775347508872,1.5
2022-07-15,0.0170759129551564,0.0164759129551564,2.0
2022-07-18,-0.008275974586305999,-0.008575974586305999,1.0
2022-07-19,0.001057903191863887,0.000607903191863887,1.5
2022-07-20,-0.0033944691968771003,-0.0038444691968771002,1.5
2022-07-21,-0.0018121237022671495,-0.0022621237022671494,1.5
2022-07-22,0.00455612492094785,0.00425612492094785,1.0
2022-07-25,0.012144209372106597,0.011694209372106596,1.5
2022-07-26,0.0075417913899291,0.0072417913899291,1.0
2022-07-27,-0.019801886073792702,-0.0202518860737927,1.5
2022-07-28,0.043844917488602,0.043244917488602,2.0
2022-07-29,-0.007833058523799792,-0.008433058523799792,2.0
2022-08-01,0.01788435803366335,0.01728435803366335,2.0
2022-08-02,0.010759440095370398,0.010309440095370397,1.5
2022-08-03,-0.0073712030331891006,-0.0079712030331891,2.0
2022-08-04,-0.012448576915729388,-0.013048576915729387,2.0
2022-08-05,0.008231411707825102,0.007931411707825102,1.0
2022-08-08,-0.02005608792249227,-0.02065608792249227,2.0
2022-08-09,0.0005749274960025713,0.0001249274960025713,1.5
2022-08-10,-0.011677631912939149,-0.012277631912939149,2.0
2022-08-11,-0.02351156156046415,-0.02396156156046415,1.5
2022-08-12,0.009717839203156001,0.009267839203156,1.5
2022-08-15,-0.0002643783195490001,-0.0008643783195490001,2.0
2022-08-16,0.0057643590595571476,0.005314359059557148,1.5
2022-08-17,0.0018394860396193993,0.0012394860396193995,2.0
2022-08-18,-0.0076699014565486,-0.0079699014565486,1.0
2022-08-19,0.003924102387481799,0.003474102387481799,1.5
2022-08-22,0.010806195518505996,0.010506195518505996,1.0
2022-08-23,0.017489079307912235,0.017039079307912236,1.5
2022-08-24,0.01657131640574385,0.016121316405743852,1.5
2022-08-25,0.026709285239326558,0.02625928523932656,1.5
2022-08-26,0.0024086091024389505,0.0019586091024389506,1.5
2022-08-29,0.0077274401888497,0.0071274401888497,2.0
2022-08-30,0.00382025155215615,0.00337025155215615,1.5
2022-08-31,-0.03170405192270857,-0.03215405192270857,1.5
2022-09-01,-0.010357370097699319,-0.010657370097699318,1.0
2022-09-02,0.0007488612867047016,0.00029886128670470163,1.5
2022-09-05,0.015987684840090846,0.015687684840090844,1.0
2022-09-06,0.004669892117831949,0.004219892117831949,1.5
2022-09-07,0.014422537320045243,0.013822537320045243,2.0
2022-09-08,0.02173226696240413,0.02113226696240413,2.0
2022-09-09,-0.024661343972071835,-0.025261343972071835,2.0
2022-09-12,0.0240634906788703,0.0239134906788703,0.5
2022-09-13,0.010175899902714948,0.009875899902714948,1.0
2022-09-14,0.019360572270834896,0.019060572270834894,1.0
2022-09-15,-0.002627441082775399,-0.0030774410827753987,1.5
2022-09-16,0.01092002356357509,0.01047002356357509,1.5
2022-09-19,0.018942256798967952,0.018492256798967953,1.5
2022-09-20,-0.01949817650888455,-0.01994817650888455,1.5
2022-09-21,0.0026417270231375613,0.0023417270231375614,1.0
2022-09-22,-0.003399508612375684,-0.003999508612375684,2.0
2022-09-23,-0.011265534952276841,-0.011565534952276841,1.0
2022-09-26,0.00590785386479155,0.00545785386479155,1.5
2022-09-27,0.01922744050431051,0.01877744050431051,1.5
2022-09-28,0.006163163103504904,0.005713163103504904,1.5
2022-09-29,-0.00571874042325525,-0.00631874042325525,2.0
2022-09-30,0.02060551311033082,0.02015551311033082,1.5
2022-10-03,0.00994952229227695,0.009499522292276949,1.5
2022-10-04,-0.006560077607190903,-0.007010077607190903,1.5
2022-10-05,0.0255285163031075,0.025378516303107498,0.5
2022-10-06,-0.0020289176039576503,-0.00232891760395765,1.0
2022-10-07,-0.002554334240893248,-0.003004334240893248,1.5
2022-10-10,0.011396794572835201,0.0109467945728352,1.5
